City,Measure Display,Period Begin,Period End,Property Type,Region,Region Type,State,State Code,Table Id,Worksheet Filter,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,Sold Above List,Sold Above List Mom,Sold Above List Yoy
Seattle,,1/1/2016,1/31/2016,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.014233427,0.10%,1.40%,528,-41.00%,2.50%,764,15.20%,-19.80%,12,0,-15,363.5858586,0.043064834,0.172773207,"549,000",0.098,0.262068966,346.1995846,0.068037494,0.182189443,$522K,-0.50%,14.80%,1.4,0.7,-0.5,772,94.90%,1.00%,1,30,0.171465969,0.037227658,-0.061482615,0.435606061,0.018846284,0.150169167
Seattle,,10/1/2015,10/31/2015,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.02280903,-0.20%,2.30%,"1,042",1.80%,0.90%,"1,125",-6.20%,-28.80%,8,0,-7,338.9285714,0.027348879,0.162488771,"499,950",-0.029223301,0.111,327.1428571,-0.013020578,0.110140515,$480K,-1.90%,6.70%,1.1,-0.1,-0.4,963,-19.60%,-2.30%,1,30,0.301333333,0.030274117,-0.053321512,0.468780019,3.00E-05,0.139641587
Seattle,,3/1/2018,3/31/2018,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.063117869,-1.30%,0.40%,875,35.70%,-9.80%,642,26.90%,-0.50%,7,0,-1,461.2903226,-0.000535969,0.155151409,"700,000",0.007194245,0.147635052,482.6278643,0.02960611,0.147923044,$701K,0.10%,11.30%,0.7,-0.1,0,"1,247",54.50%,2.30%,1,30,0.191588785,0.017675742,0.025697312,0.602520046,-0.051685562,-0.006355083
Seattle,,3/1/2017,3/31/2017,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.058648507,1.90%,0.90%,970,49.50%,5.30%,645,17.10%,-26.50%,8,0,0,399.333212,0.003553072,0.124882287,"609,950",-0.003349673,0.111020036,420.4357311,0.018841993,0.122002401,$630K,5.00%,16.70%,0.7,-0.1,-0.3,"1,219",53.70%,-3.40%,1,30,0.165891473,-0.017411612,-0.005146155,0.608875129,0.060338919,0.054527303
Seattle,,2/1/2017,2/28/2017,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.039639203,2.10%,0.50%,649,1.60%,-5.70%,551,-4.50%,-31.10%,8,-8,1,397.9193758,-0.016579112,0.068901928,"612,000",0.0200017,0.113942483,412.6603872,0.083346365,0.072123272,$600K,4.70%,19.30%,0.8,-0.1,-0.4,793,8.80%,-12.90%,1,30,0.183303085,0.008259758,0.025803085,0.54853621,0.155734958,0.009292024
Seattle,,11/1/2017,11/30/2017,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.028354355,-1.10%,1.20%,"1,001",-7.50%,-4.00%,640,-30.90%,-19.50%,9,1,-2,434.7515528,0.007055646,0.123287195,"647,000",-0.004615385,0.125227176,431.52,-0.014066446,0.157736585,$673K,3.50%,19.10%,0.6,-0.3,-0.2,706,-31.90%,12.10%,1,30,0.3109375,0.032319789,0.012824292,0.501498501,-0.050864798,0.096896392
Seattle,,11/1/2012,11/30/2012,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,0.990134115,-0.20%,1.40%,766,-9.30%,29.80%,"1,508",-14.20%,-39.40%,24,4,-23,235.4790419,-0.006742005,0.084602803,"370,000",-0.027531375,0.213114754,233.3012409,-0.031519247,0.083049836,$385K,4.80%,26.30%,2,-0.1,-2.2,562,-29.40%,-4.30%,1,30,0.24668435,-0.102205804,-0.062925622,0.275456919,0.015101889,0.08223658
Seattle,,6/1/2012,6/30/2012,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,0.992552101,0.10%,2.10%,933,3.00%,12.80%,"2,027",0.60%,-38.40%,17,-2,-21,242.0100404,0.0087955,0.04971855,"399,000",0.036363636,0.14016288,239.9425287,0.027894704,0.070397102,$378K,0.80%,8.00%,2.2,0,-1.8,"1,022",-6.30%,-6.80%,1,30,0.27923039,0.02004469,-0.042252442,0.303322615,0.010828134,0.144918746
Seattle,,1/1/2015,1/31/2015,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,0.999772702,0.40%,0.90%,515,-37.70%,-6.70%,953,-5.20%,-24.40%,27,4,-8,310.0223097,0.081177527,0.095427666,"435,000",0.013986014,0.087635954,292.8461143,0.050960638,0.124786173,$455K,4.00%,11.40%,1.9,0.7,-0.4,764,101.60%,-7.10%,1,30,0.232948583,0.036928683,-0.016853161,0.285436893,-0.018437199,0.00826298
Seattle,,8/1/2013,8/31/2013,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.007215743,-0.50%,1.50%,"1,106",-3.50%,24.10%,"1,986",5.40%,3.60%,12,3,-11,266.0384331,0.028246705,0.089305512,"399,000",0,0.08423913,268.6046512,0.024516412,0.174543636,$415K,-2.40%,16.90%,1.8,0.2,-0.4,"1,175",-5.20%,35.70%,1,30,0.290030211,-0.005460505,0.004688532,0.36437613,-0.059707639,0.084914851
Seattle,,9/1/2015,9/30/2015,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.024632554,-0.40%,2.30%,"1,024",-9.10%,10.10%,"1,199",5.90%,-31.20%,8,-1,-6,329.9060117,0.029615641,0.121420094,"515,000",0.051074034,0.119808654,331.4586402,-0.034105582,0.119972449,$489K,-9.40%,10.30%,1.2,0.2,-0.7,"1,198",4.00%,1.20%,1,30,0.271059216,0.042260629,-0.0594055,0.46875,-0.001054618,0.15047043
Seattle,,4/1/2016,4/30/2016,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.056358119,0.70%,2.20%,"1,037",12.60%,-4.50%,"1,038",18.40%,-0.60%,8,0,1,363.4090909,0.02368758,0.139650909,"549,950",0.001730419,0.157789474,372.9335172,-0.004765127,0.172076768,$550K,1.90%,14.00%,1,0,0,"1,354",7.30%,-3.80%,1,30,0.165703276,-0.005334353,-0.052687529,0.594777563,0.040429737,0.030320841
Seattle,,8/1/2015,8/31/2015,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.028694976,-0.40%,2.30%,"1,126",-14.60%,11.40%,"1,132",5.20%,-32.10%,9,1,-4,320.4166667,-0.008452722,0.107855911,"489,975",0.031526316,0.152882353,343.1623932,0.020386718,0.206982118,$540K,6.90%,28.60%,1,0.2,-0.6,"1,152",-4.40%,14.50%,1,30,0.228798587,-0.002614053,-0.055374075,0.469804618,-0.016538326,0.12163449
Seattle,,9/1/2012,9/30/2012,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,0.991612711,-0.10%,2.00%,700,-21.40%,7.90%,"2,009",4.80%,-34.00%,17,-6,-27,245.6465517,0.005810099,0.073181707,"415,000",0.127717391,0.185714286,244.3579767,0.068518751,0.127239753,$368K,3.50%,5.00%,2.9,0.7,-1.8,"1,035",19.50%,13.10%,1,30,0.281732205,-0.003609475,-0.036479498,0.311428571,0.031967292,0.160427031
Seattle,,8/1/2012,8/31/2012,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,0.992160158,0.00%,2.00%,891,6.10%,21.40%,"1,917",-4.30%,-38.10%,23,2,-17,244.2275653,0.062117288,0.112147383,"368,000",-0.018666667,0.115320503,228.6885246,-0.006306887,0.02461254,$355K,-4.10%,4.60%,2.2,-0.2,-2,866,-5.90%,-1.80%,1,30,0.28534168,0.018874614,-0.030447794,0.279461279,-0.016967292,0.148671089
Seattle,,5/1/2012,5/31/2012,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,0.991455057,0.70%,2.10%,906,15.00%,27.10%,"2,014",0.30%,-36.50%,19,-11,-17,239.9,-0.01677048,0.047733505,"385,000",-0.012658488,0.1,233.4310389,-0.006843742,0.029842819,$375K,-0.30%,9.50%,2.2,-0.3,-2.2,"1,091",3.90%,4.80%,1,30,0.2591857,-0.00289701,-0.039458261,0.292494481,0.022189913,0.136814257
Seattle,,3/1/2015,3/31/2015,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.023254334,1.60%,1.60%,879,38.60%,5.30%,"1,048",8.30%,-17.20%,8,-6,-5,320.9759705,0.074034978,0.102657547,"499,000",0.07311828,0.188236695,300.487013,-0.004740427,0.081753247,$460K,7.00%,12.50%,1.2,-0.3,-0.3,"1,259",45.20%,15.40%,1,30,0.215648855,0.009037285,-0.046594431,0.467576792,0.122150924,0.062786373
Seattle,,10/1/2012,10/31/2012,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,0.992188817,0.10%,1.70%,845,20.70%,39.20%,"1,757",-12.50%,-37.00%,20,3,-27,237.0774191,-0.034883993,0.098492212,"380,475",-0.083192771,0.119126406,240.8940397,-0.014175665,0.149265315,$368K,0.00%,12.60%,2.1,-0.8,-2.5,796,-23.10%,9.60%,1,30,0.348890154,0.067157949,0.01555682,0.26035503,-0.051073542,0.07419358
Seattle,,8/1/2017,8/31/2017,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.052367678,-0.40%,2.40%,"1,247",7.70%,-5.40%,842,-7.90%,-28.50%,8,0,-1,415.0326797,0.00362448,0.13837535,"625,000",-0.0063593,0.168224299,428.358209,-0.020080055,0.115356507,$666K,-2.10%,14.70%,0.7,-0.1,-0.2,"1,159",-6.00%,-5.50%,1,30,0.289786223,0.044709637,0.00261545,0.581189711,-0.014647236,0.124437055
Seattle,,10/1/2017,10/31/2017,All Residential,"Seattle, WA",place,Washington,WA,16163,Value,1.039737609,-0.20%,1.90%,"1,082",5.00%,-1.50%,926,-10.20%,-15.40%,8,0,-2,431.7055909,0.012196622,0.176691908,"650,000",0,0.140350877,437.6765537,0.020658027,0.171704418,$650K,-1.90%,15.00%,0.9,-0.1,-0.1,"1,036",-20.40%,11.30%,1,30,0.278617711,0.019645839,-0.058368591,0.552363299,-0.004056934,0.106503427
